LAT,LON,CLASS,cid,COUNTRY,AFFILIATION,TYPE,tid,FUNCTION,env,pid,INSTANCE,mob,speed,EMITTER_NAME,rtype,rid,EMITTER_FUNCTION,WAVEFORM_N,RF_MIN,RF_MAX,PRI_MIN,PRI_MAX,PW_MIN,PW_MAX,,,,,
27.421993,56.179949,EW SITE,5,IRAN,Hostile ,GroundPlatformInstance,11,EW SITE,Ground,136,GENO EW SITE,0,0,ADS-4 LRSR_GENO,RadarInstance,1,EARLY WARNING (EW),1,1310,1320,2904.43,3225.79,3.9,4.1,,,,,
0,0,F1EQ,5,IRAN,Hostile ,AirPlatformClass,13,FIGHTER,Air,130, ,1,0,AGAVE,RadarClass,1,AIRBORNE INTERCEPT (AI),1,8900,9190,1980.198,2020.2,39.5,40.5,,,,,
0,0,F1EQ,5,IRAN,Hostile ,AirPlatformClass,13,FIGHTER,Air,130, ,1,0,AGAVE,RadarClass,1,AIRBORNE INTERCEPT (AI),2,8900,9190,1980.198,2020.2,39.5,40.5,,,,,
0,0,F1EQ,5,IRAN,Hostile ,AirPlatformClass,13,FIGHTER,Air,130, ,1,0,AGAVE,RadarClass,1,AIRBORNE INTERCEPT (AI),3,8900,9190,1980.198,2020.2,0.9,1.1,,,,,
0,0,F1EQ,5,IRAN,Hostile ,AirPlatformClass,13,FIGHTER,Air,130, ,1,0,AGAVE,RadarClass,1,AIRBORNE INTERCEPT (AI),4,8900,9190,980.39215,1020.4081,0.4,0.6,,,,,
0,0,F1EQ,5,IRAN,Hostile ,AirPlatformClass,13,FIGHTER,Air,130, ,1,0,AGAVE,RadarClass,1,AIRBORNE INTERCEPT (AI),5,8900,9190,490.196,510.204,0.1,0.3,,,,,
0,0,F1EQ,5,IRAN,Hostile ,AirPlatformClass,13,FIGHTER,Air,130, ,1,0,AGAVE,RadarClass,1,AIRBORNE INTERCEPT (AI),6,8900,9190,490.196,510.204,0.1,0.3,,,,,
0,0,AS-565SA,8,SAUDI ARABIA,Friend,AirPlatformClass,16,HELICOPTER  ,Air,71, ,1,0,AGRION-15,RadarClass,1,SURFACE SEARCH (SS),1,9050,9150,832,834,0.2,1.6,,,,,
0,0,AS-565SA,8,SAUDI ARABIA,Friend,AirPlatformClass,16,HELICOPTER  ,Air,71, ,1,0,AGRION-15,RadarClass,1,SURFACE SEARCH (SS),2,9050,9150,1664,1668,0.2,1.6,,,,,
0,0,AS-565SA,8,SAUDI ARABIA,Friend,AirPlatformClass,16,HELICOPTER  ,Air,71, ,1,0,AGRION-15,RadarClass,1,SURFACE SEARCH (SS),3,9050,9150,3330,3336,0.2,1.6,,,,,
0,0,F-15SA,8,SAUDI ARABIA,Friend,AirPlatformClass,13,FIGHTER,Air,119, ,1,0,AN/APG-63(V)3,RadarClass,1,FIRE CONTROL (FC),1,9650,9850,60,118,12.9,13.1,,,,,
0,0,F-16C/D,11,UNITED STATES,Friend,AirPlatformClass,13,FIGHTER,Air,123, ,1,0,AN/APG-68(V) ,RadarClass,1,FIRE CONTROL (FC),1,9695,9905,33,66,1,1.2,,,,,
0,0,F-16C/D,1,BAHRAIN,Assumed Friend,AirPlatformClass,13,FIGHTER,Air,121, ,1,0,AN/APG-68(V)7,RadarClass,1,FIRE CONTROL (FC),1,9695,9905,38,74,0.9,1,,,,,
0,0,F-16C/D,6,OMAN,Friend ,AirPlatformClass,13,FIGHTER,Air,122, ,1,0,AN/APG-68(V)9,RadarClass,1,FIRE CONTROL (FC),1,9695,9905,44,88,0.85,0.95,,,,,
0,0,F-15S ,11,UNITED STATES,Friend,AirPlatformClass,13,FIGHTER,Air,117, ,1,0,AN/APG-70,RadarClass,1,FIRE CONTROL (FC),1,9840,10100,61.5,123.33,12.9,13.1,,,,,
0,0,F-15E,7,QATAR,Suspect,AirPlatformClass,13,FIGHTER,Air,118, ,1,0,AN/APG-70,RadarClass,1,FIRE CONTROL (FC),1,9840,10100,61.5,123.33,12.9,13.1,,,,,
0,0,F/A-18C,11,UNITED STATES,Friend,AirPlatformClass,13,FIGHTER,Air,129, ,1,0,AN/APG-73,RadarClass,1,FIRE CONTROL (FC),1,8700,8750,59,120,13,14,,,,,
0,0,F-16E/F,9,UNITED ARAB EMIRATES,Friend,AirPlatformClass,13,FIGHTER,Air,120, ,1,0,AN/APG-80,RadarClass,1,MULTI-FUNCTION (MF),1,9700,9720,9,18,3,4,,,,,
0,0,CH-47C,5,IRAN,Hostile ,AirPlatformClass,16,HELICOPTER,Air,97, ,1,0,AN/APN-209,RadarClass,1,ALTIMETER,1,4270,4330,54.054,57.143,0.25,0.75,,,,,
0,0,KC-130,8,SAUDI ARABIA,Friend,AirPlatformClass,28,TRANSPORT,Air,154, ,1,0,AN/APN-241,RadarClass,1,NAVIGATION WEATHER (NW),1,9365,9385,975,977,0.15,0.25,,,,,
0,0,KC-130,8,SAUDI ARABIA,Friend,AirPlatformClass,28,TRANSPORT,Air,154, ,1,0,AN/APN-241,RadarClass,1,NAVIGATION WEATHER (NW),2,9365,9385,2850,2860,0.7,2.35,,,,,
0,0,KC-130,8,SAUDI ARABIA,Friend,AirPlatformClass,28,TRANSPORT,Air,154, ,1,0,AN/APN-241,RadarClass,1,NAVIGATION WEATHER (NW),3,9365,9385,4950,5050,4.5,5.5,,,,,
0,0,C-130E/H,5,IRAN,Hostile ,AirPlatformClass,28,TRANSPORT,Air,92, ,1,0,AN/APN-59,RadarClass,1,NAVIGATION WEATHER (NW),1,9335,9415,5500,5555,4.4,4.5,,,,,
0,0,C-130E/H,5,IRAN,Hostile ,AirPlatformClass,28,TRANSPORT,Air,92, ,1,0,AN/APN-59,RadarClass,1,NAVIGATION WEATHER (NW),2,9335,9415,2855,2860,2.3,2.4,,,,,
0,0,C-130E/H,5,IRAN,Hostile ,AirPlatformClass,28,TRANSPORT,Air,92, ,1,0,AN/APN-59,RadarClass,1,NAVIGATION WEATHER (NW),3,9335,9415,975,977,0.75,0.85,,,,,
0,0,C-130E/H,5,IRAN,Hostile ,AirPlatformClass,28,TRANSPORT,Air,92, ,1,0,AN/APN-59,RadarClass,1,NAVIGATION WEATHER (NW),4,9335,9415,498,502,0.35,0.4,,,,,
0,0,F-4D/E/RF,5,IRAN,Hostile ,AirPlatformClass,13,FIGHTER,Air,126, ,1,0,AN/APQ-120,RadarClass,1,AIRBORNE INTERCEPT (AI),1,9560,9640,1960.784,2040.816,1.9,2.1,,,,,
0,0,C-130H,6,OMAN,Friend ,AirPlatformClass,28,TRANSPORT,Air,93, ,1,0,AN/APQ-122,RadarClass,1,NAVIGATION WEATHER (NW),1,9050,9180,3999,4001,2.35,4,,,,,
0,0,C-130H,6,OMAN,Friend ,AirPlatformClass,28,TRANSPORT,Air,93, ,1,0,AN/APQ-122,RadarClass,1,NAVIGATION WEATHER (NW),2,9050,9180,999,1001,0.59,0.61,,,,,
0,0,C-130H,6,OMAN,Friend ,AirPlatformClass,28,TRANSPORT,Air,93, ,1,0,AN/APQ-122,RadarClass,1,NAVIGATION WEATHER (NW),3,9050,9180,499,501,0.29,0.31,,,,,
0,0,C-130H,8,SAUDI ARABIA,Friend,AirPlatformClass,28,TRANSPORT,Air,93, ,1,0,AN/APQ-122,RadarClass,1,NAVIGATION WEATHER (NW),1,9050,9180,3999,4001,2.35,4,,,,,
0,0,C-130H,8,SAUDI ARABIA,Friend,AirPlatformClass,28,TRANSPORT,Air,93, ,1,0,AN/APQ-122,RadarClass,1,NAVIGATION WEATHER (NW),2,9050,9180,999,1001,0.59,0.61,,,,,
0,0,C-130H,8,SAUDI ARABIA,Friend,AirPlatformClass,28,TRANSPORT,Air,93, ,1,0,AN/APQ-122,RadarClass,1,NAVIGATION WEATHER (NW),3,9050,9180,499,501,0.29,0.31,,,,,
0,0,RH-53D,5,IRAN,Hostile ,AirPlatformClass,16,HELICOPTER,Air,209, ,1,0,AN/APQ-126,RadarClass,1,TERRAIN AVOIDANCE,1,14800,15800,277,278,0.15,0.25,,,,,
0,0,RH-53D,5,IRAN,Hostile ,AirPlatformClass,16,HELICOPTER,Air,209, ,1,0,AN/APQ-126,RadarClass,1,TERRAIN AVOIDANCE,2,14800,15800,1388,1389,0.9,1.1,,,,,
0,0,RH-53D,5,IRAN,Hostile ,AirPlatformClass,16,HELICOPTER,Air,209, ,1,0,AN/APQ-126,RadarClass,1,TERRAIN AVOIDANCE,3,14800,15800,2777,2778,1.9,2.1,,,,,
0,0,F-5E,5,IRAN,Hostile ,AirPlatformClass,13,FIGHTER,Air,127, ,1,0,AN/APQ-153,RadarClass,1,FIRE CONTROL (FC),1,9150,9450,392.1568,408.1632,0.36,0.44,,,,,
0,0,F-5E,1,BAHRAIN,Assumed Friend,AirPlatformClass,13,FIGHTER,Air,128, ,1,0,AN/APQ-159,RadarClass,1,FIRE CONTROL (FC),1,9150,9250,392,408,0.36,0.44,,,,,
0,0,P-3F,5,IRAN,Hostile ,AirPlatformClass,19,MARITIME PATROL,Air,184, ,1,0,AN/APS-115,RadarClass,1,NAVIGATION WEATHER (NW),1,9100,9300,2472,2527,2.5,3.5,,,,,
0,0,SH-60 LAMPS III,1,BAHRAIN,Assumed Friend,AirPlatformClass,16,HELICOPTER,AIR,214, ,1,0,AN/APS-124,RadarClass,1,MULTI-FUNCTION (MF),1,8950,9200,2127,2128,1.9,2.1,,,,,
0,0,SH-60 LAMPS III,1,BAHRAIN,Assumed Friend,AirPlatformClass,16,HELICOPTER,AIR,214, ,1,0,AN/APS-124,RadarClass,1,MULTI-FUNCTION (MF),2,8950,9200,1063,1064,0.9,1.1,,,,,
0,0,SH-60 LAMPS III,1,BAHRAIN,Assumed Friend,AirPlatformClass,16,HELICOPTER,AIR,214, ,1,0,AN/APS-124,RadarClass,1,MULTI-FUNCTION (MF),3,8950,9200,532,533,0.49,0.51,,,,,
0,0,C-17A,7,QATAR,Suspect,AirPlatformClass,28,TRANSPORT,Air,95, ,1,0,AN/APS-133,RadarClass,1,NAVIGATION WEATHER (NW),1,9360,9378,4950,5050,0.4,0.55,,,,,
0,0,C-17A,7,QATAR,Suspect,AirPlatformClass,28,TRANSPORT,Air,95, ,1,0,AN/APS-133,RadarClass,1,NAVIGATION WEATHER (NW),2,9360,9378,4950,5050,4.5,5.5,,,,,
0,0,C-17A,7,QATAR,Suspect,AirPlatformClass,28,TRANSPORT,Air,95, ,1,0,AN/APS-133,RadarClass,1,NAVIGATION WEATHER (NW),3,9360,9378,1245,1255,0.4,0.55,,,,,
0,0,C-17A,7,QATAR,Suspect,AirPlatformClass,28,TRANSPORT,Air,95, ,1,0,AN/APS-133,RadarClass,1,NAVIGATION WEATHER (NW),4,9360,9378,1245,1255,4.5,5.5,,,,,
0,0,E-3A,8,SAUDI ARABIA,Friend,AirPlatformClass,2,AIR EW,Air,115, ,1,0,AN/APS-133,RadarClass,1,NAVIGATION WEATHER (NW),1,9360,9378,4950,5050,0.4,0.55,,,,,
0,0,E-3A,8,SAUDI ARABIA,Friend,AirPlatformClass,2,AIR EW,Air,115, ,1,0,AN/APS-133,RadarClass,1,NAVIGATION WEATHER (NW),2,9360,9378,4950,5050,4.5,5.5,,,,,
0,0,E-3A,8,SAUDI ARABIA,Friend,AirPlatformClass,2,AIR EW,Air,115, ,1,0,AN/APS-133,RadarClass,1,NAVIGATION WEATHER (NW),3,9360,9378,1245,1255,0.4,0.55,,,,,
0,0,E-3A,8,SAUDI ARABIA,Friend,AirPlatformClass,2,AIR EW,Air,115, ,1,0,AN/APS-133,RadarClass,1,NAVIGATION WEATHER (NW),4,9360,9378,1245,1255,4.5,5.5,,,,,
0,0,P-3C,11,UNITED STATES,Friend,AirPlatformClass,19,MARITIME PATROL,Air,183, ,1,0,AN/APS-137,RadarClass,1,NAVIGATION WEATHER (NW),1,8600,8610,538,540,4.9,5.1,,,,,
0,0,P-3C,11,UNITED STATES,Friend,AirPlatformClass,19,MARITIME PATROL,Air,183, ,1,0,AN/APS-137,RadarClass,1,NAVIGATION WEATHER (NW),2,8600,8610,2570,2580,9.9,10.1,,,,,
0,0,C-130J,7,QATAR,Suspect,AirPlatformClass,28,TRANSPORT,Air,94, ,1,0,AN/APS-150,RadarClass,1,NAVIGATION WEATHER (NW),1,9330,9360,617,633,1.9,2.1,,,,,
0,0,C-130J,7,QATAR,Suspect,AirPlatformClass,28,TRANSPORT,Air,94, ,1,0,AN/APS-150,RadarClass,1,NAVIGATION WEATHER (NW),2,9330,9360,617,633,5.9,6.1,,,,,
0,0,C-130J,7,QATAR,Suspect,AirPlatformClass,28,TRANSPORT,Air,94, ,1,0,AN/APS-150,RadarClass,1,NAVIGATION WEATHER (NW),3,9330,9360,165,168,1.9,2.1,,,,,
0,0,C-130J,7,QATAR,Suspect,AirPlatformClass,28,TRANSPORT,Air,94, ,1,0,AN/APS-150,RadarClass,1,NAVIGATION WEATHER (NW),4,9330,9360,165,168,5.9,6.1,,,,,
0,0,C-130J,7,QATAR,Suspect,AirPlatformClass,28,TRANSPORT,Air,94, ,1,0,AN/APS-150,RadarClass,1,NAVIGATION WEATHER (NW),5,9330,9360,2597,2667,17.8,18.2,,,,,
0,0,MH-60R,8,SAUDI ARABIA,Friend,AirPlatformClass,17,HELICOPTER ASW,Air,176, ,1,0,AN/APS-159,RadarClass,1,MULTI-FUNCTION (MF),1,9150,9250,399,401,0.39,0.41,,,,,
0,0,P-8A,8,SAUDI ARABIA,Friend,AirPlatformClass,19,MARITIME PATROL,Air,185, ,1,0,AN/APY-10,RadarClass,1,MULTI-FUNCTION (MF),1,9350,10150,2319,2836,9.9,10.1,,,,,
0,0,E-3A,8,SAUDI ARABIA,Friend,AirPlatformClass,2,AIR EW,Air,115, ,1,0,AN/APY-2,RadarClass,1,EARLY WARNING (EW),1,3240,3680,30,60,0.9,1.1,,,,,
27.170476,56.195716,EW SITE,5,IRAN,Hostile ,GroundPlatformInstance,11,EW SITE,Ground,76,BAAB EW SITE,0,0,AN/FPS-100_BAAB,RadarInstance,1,EARLY WARNING (EW),1,1308,1318,2770,2780,5.8,6.2,,,,,
25.64082,57.765803,EW SITE,5,IRAN,Hostile ,GroundPlatformInstance,11,EW SITE,Ground,147,JASK EW SITE,0,0,AN/FPS-100_JASK,RadarInstance,1,EARLY WARNING (EW),1,1280,1290,2739,2743,5.8,6.2,,,,,
26.533889,53.9897222,EW SITE,5,IRAN,Hostile ,GroundPlatformInstance,11,EW SITE,Ground,165,KISH EW SITE,0,0,AN/FPS-100_KISH,RadarInstance,1,EARLY WARNING (EW),1,1325,1335,2701,2711,5.8,6.2,,,,,
23.931204,47.540355,EW SITE,8,SAUDI ARABIA,Friend,GroundPlatformInstance,11,EW SITE,Ground,157,KHAR EW SITE,0,0,AN/FPS-117(V)3_KHAR,RadarInstance,1,EARLY WARNING (EW),1,1339,1355,1342,1674,50,52,,,,,
23.931204,47.540355,EW SITE,8,SAUDI ARABIA,Friend,GroundPlatformInstance,11,EW SITE,Ground,157,KHAR EW SITE,0,0,AN/FPS-117(V)3_KHAR,RadarInstance,1,EARLY WARNING (EW),2,1339,1355,2500,2800,408,409,,,,,
26.643746,49.87425,EW SITE,8,SAUDI ARABIA,Friend,GroundPlatformInstance,11,EW SITE,Ground,211,SAFW EW SITE,0,0,AN/FPS-117(V)3_SAFW,RadarInstance,1,EARLY WARNING (EW),1,1250,1266,1342,1674,50,52,,,,,
26.643746,49.87425,EW SITE,8,SAUDI ARABIA,Friend,GroundPlatformInstance,11,EW SITE,Ground,211,SAFW EW SITE,0,0,AN/FPS-117(V)3_SAFW,RadarInstance,1,EARLY WARNING (EW),2,1250,1266,2500,2800,408,409,,,,,
27.170476,56.195716,EW SITE,5,IRAN,Hostile ,GroundPlatformInstance,11,EW SITE,Ground,76,BAAB EW SITE,0,0,AN/FPS-89_BAAB,RadarInstance,1,HEIGHT FINDER (HF),1,2893,2899,2469.136,3333.33,2.8,3.2,,,,,
25.64082,57.765803,EW SITE,5,IRAN,Hostile ,GroundPlatformInstance,11,EW SITE,Ground,147,JASK EW SITE,0,0,AN/FPS-89_JASK,RadarInstance,2,HEIGHT FINDER (HF),1,2745,2759,2469.136,3333.33,2.8,3.2,,,,,
26.533889,53.9897222,EW SITE,5,IRAN,Hostile ,GroundPlatformInstance,11,EW SITE,Ground,165,KISH EW SITE,0,0,AN/FPS-89_KISH,RadarInstance,1,HEIGHT FINDER (HF),1,2790,2802,2469.136,3333.33,2.8,3.2,,,,,
25.865102,55.052842,HAWK  ,5,IRAN,Hostile ,GroundPlatformInstance,1,AD SITE,Ground,47,ABMU SHAHIN SITE,0,0,AN/MPQ-35_ABMU,RadarInstance,1,TARGET ACQUISITION (TA),1,1323,1328,1248,1251,2.9,3.1,,,,,
25.865102,55.052842,HAWK  ,5,IRAN,Hostile ,GroundPlatformInstance,1,AD SITE,Ground,47,ABMU SHAHIN SITE,0,0,AN/MPQ-35_ABMU,RadarInstance,1,TARGET ACQUISITION (TA),2,1323,1328,1499,1501,2.9,3.1,,,,,
28.822752,50.894554,HAWK  ,5,IRAN,Hostile ,GroundPlatformInstance,1,AD SITE,Ground,91,BUSH SHAHIN SITE  ,0,0,AN/MPQ-35_BUSH,RadarInstance,1,TARGET ACQUISITION (TA),1,1250,1258,1248,1251,2.9,3.1,,,,,
28.822752,50.894554,HAWK  ,5,IRAN,Hostile ,GroundPlatformInstance,1,AD SITE,Ground,91,BUSH SHAHIN SITE  ,0,0,AN/MPQ-35_BUSH,RadarInstance,1,TARGET ACQUISITION (TA),2,1250,1258,1499,1501,2.9,3.1,,,,,
25.454133,60.457994,HAWK  ,5,IRAN,Hostile ,GroundPlatformInstance,1,AD SITE,Ground,99,CHAB SHAHIN SITE,0,0,AN/MPQ-35_CHAB,RadarInstance,1,TARGET ACQUISITION (TA),1,1270,1278,1248,1251,2.9,3.1,,,,,
25.454133,60.457994,HAWK  ,5,IRAN,Hostile ,GroundPlatformInstance,1,AD SITE,Ground,99,CHAB SHAHIN SITE,0,0,AN/MPQ-35_CHAB,RadarInstance,1,TARGET ACQUISITION (TA),2,1270,1278,1499,1501,2.9,3.1,,,,,
25.641944,50.758889,HAWK  ,1,BAHRAIN,Assumed Friend,GroundPlatformInstance,1,AD SITE,Ground,139,HAWS HAWK SITE,0,0,AN/MPQ-35_HAWS,RadarInstance,1,TARGET ACQUISITION (TA),1,1330,1338,1248,1251,2.9,3.1,,,,,
25.641944,50.758889,HAWK  ,1,BAHRAIN,Assumed Friend,GroundPlatformInstance,1,AD SITE,Ground,139,HAWS HAWK SITE,0,0,AN/MPQ-35_HAWS,RadarInstance,1,TARGET ACQUISITION (TA),2,1330,1338,1499,1501,2.9,3.1,,,,,
29.251519,50.302006,HAWK  ,5,IRAN,Hostile ,GroundPlatformInstance,1,AD SITE,Ground,158,KHAR SHAHIN SITE,0,0,AN/MPQ-35_KHAR,RadarInstance,1,TARGET ACQUISITION (TA),1,1301,1309,1248,1251,2.9,3.1,,,,,
29.251519,50.302006,HAWK  ,5,IRAN,Hostile ,GroundPlatformInstance,1,AD SITE,Ground,158,KHAR SHAHIN SITE,0,0,AN/MPQ-35_KHAR,RadarInstance,1,TARGET ACQUISITION (TA),2,1301,1309,1499,1501,2.9,3.1,,,,,
26.193333,50.663056,HAWK  ,1,BAHRAIN,Assumed Friend,GroundPlatformInstance,1,AD SITE,Ground,180,MUHA HAWK SITE,0,0,AN/MPQ-35_MUHA,RadarInstance,1,TARGET ACQUISITION (TA),1,1341,1349,1248,1251,2.9,3.1,,,,,
26.193333,50.663056,HAWK  ,1,BAHRAIN,Assumed Friend,GroundPlatformInstance,1,AD SITE,Ground,180,MUHA HAWK SITE,0,0,AN/MPQ-35_MUHA,RadarInstance,1,TARGET ACQUISITION (TA),2,1341,1349,1499,1501,2.9,3.1,,,,,
26.224955,50.168821,PATRIOT,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,60,ALKH PATRIOT,0,0,AN/MPQ-53_ALKH,RadarInstance,1,TARGET ACQUISITION (TA),1,5205,5305,227,380,0.35,2.7,,,,,
26.224955,50.168821,PATRIOT,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,60,ALKH PATRIOT,0,0,AN/MPQ-53_ALKH,RadarInstance,1,TARGET ACQUISITION (TA),2,5205,5305,520,867,0.35,2.7,,,,,
26.224955,50.168821,PATRIOT,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,60,ALKH PATRIOT,0,0,AN/MPQ-53_ALKH,RadarInstance,1,TARGET ACQUISITION (TA),4,5205,5305,520,867,49,51,,,,,
26.617874,49.966262,PATRIOT,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,63,ALQA PATRIOT,0,0,AN/MPQ-53_ALQA,RadarInstance,1,TARGET ACQUISITION (TA),1,5320,5420,227,380,0.35,2.7,,,,,
26.617874,49.966262,PATRIOT,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,63,ALQA PATRIOT,0,0,AN/MPQ-53_ALQA,RadarInstance,1,TARGET ACQUISITION (TA),2,5320,5420,520,867,0.35,2.7,,,,,
26.617874,49.966262,PATRIOT,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,63,ALQA PATRIOT,0,0,AN/MPQ-53_ALQA,RadarInstance,1,TARGET ACQUISITION (TA),3,5320,5420,227,380,49,51,,,,,
26.617874,49.966262,PATRIOT,8,SAUDI ARABIA,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,63,ALQA PATRIOT,0,0,AN/MPQ-53_ALQA,RadarInstance,1,TARGET ACQUISITION (TA),4,5320,5420,520,867,49,51,,,,,
25.139872,51.306917,PATRIOT  ,11,UNITED STATES,Friend,GroundPlatformInstance,23,PATRIOT SITE,Ground,66,ALUD PATRIOT SITE,0,0,AN/MPQ-53_ALUD,RadarInstance,1,TARGET ACQUISITION (TA),1,5701,5799,227,380,0.35,2.7,,,,,
